gene_key,symbol,entrez_id,ensembl_gene_id,alias_symbol,prev_symbol,status,replacement_gene_keys
9606|hgnc|HGNC:1858,CNTRL,11064,ENSG00000119397,,CEP1;CEP110,approved,
9606|hgnc|HGNC:29616,CNTROB,116840,ENSG00000170037,LIP8;PP1221,,approved,
9606|hgnc|HGNC:21868,COA1,55744,ENSG00000106603,FLJ10803;MITRAC15,C7orf44,approved,
9606|hgnc|HGNC:56995,COA1P1,692246,ENSG00000226989,,,approved,
9606|hgnc|HGNC:24990,COA3,28958,ENSG00000183978,HSPC009;MITRAC12;COX25;hCOA3,CCDC56,approved,
9606|hgnc|HGNC:24604,COA4,51287,ENSG00000181924,E2IG2;CMC3,CHCHD8,approved,
9606|hgnc|HGNC:33848,COA5,493753,ENSG00000183513,MGC52110;FLJ27524;Pet191,C2orf64,approved,
9606|hgnc|HGNC:18025,COA6,388753,ENSG00000168275,,C1orf31,approved,
9606|hgnc|HGNC:40825,COA6-AS1,101927765,ENSG00000231663,,,approved,
9606|hgnc|HGNC:25716,COA7,65260,ENSG00000162377,FLJ12439;RESA1,C1orf163;SELRC1,approved,
9606|hgnc|HGNC:20492,COA8,84334,ENSG00000256053,MGC2562;APOP-1,C14orf153;APOPT1,approved,
9606|hgnc|HGNC:29932,COASY,80347,ENSG00000068120,DPCK;NBP;PPAT,,approved,
9606|hgnc|HGNC:22199,COBL,23242,ENSG00000106078,KIAA0633,,approved,
9606|hgnc|HGNC:23571,COBLL1,22837,ENSG00000082438,KIAA0977,,approved,
9606|hgnc|HGNC:55060,COBLP1,392529,ENSG00000231270,,,approved,
9606|hgnc|HGNC:2180,COCH,1690,ENSG00000100473,COCH-5B2,DFNA31;DFNA9,approved,
9606|hgnc|HGNC:6545,COG1,9382,ENSG00000166685,KIAA1381,LDLB,approved,
9606|hgnc|HGNC:6546,COG2,22796,ENSG00000135775,,LDLC,approved,
9606|hgnc|HGNC:18619,COG3,83548,ENSG00000136152,SEC34,,approved,
9606|hgnc|HGNC:18620,COG4,25839,ENSG00000103051,COD1;DKFZP586E1519,,approved,
9606|hgnc|HGNC:14857,COG5,10466,ENSG00000164597,GTC90,GOLTC1,approved,
9606|hgnc|HGNC:18621,COG6,57511,ENSG00000133103,COD2;KIAA1134,,approved,
9606|hgnc|HGNC:18622,COG7,91949,ENSG00000168434,,,approved,
9606|hgnc|HGNC:18623,COG8,84342,ENSG00000213380,FLJ22315;DOR1,,approved,
9606|hgnc|HGNC:2184,COIL,8161,ENSG00000121058,CLN80;p80-coilin,,approved,
9606|hgnc|HGNC:19927,COILP1,317784,ENSG00000259100,,COILP,approved,
9606|hgnc|HGNC:25389,COILP2,494447,,,,approved,
9606|hgnc|HGNC:2197,COL1A1,1277,ENSG00000108821,OI4,,approved,
9606|hgnc|HGNC:2198,COL1A2,1278,ENSG00000164692,,OI4,approved,
9606|hgnc|HGNC:53133,COL1A2-AS1,101927525,,TCONS_00013888;lncRNA8975-1,,approved,
9606|hgnc|HGNC:2199,COL1AR,1279,,,,approved,
9606|hgnc|HGNC:2200,COL2A1,1280,ENSG00000139219,STL1,SEDC;AOM,approved,
9606|hgnc|HGNC:2201,COL3A1,1281,ENSG00000168542,,EDS4A,approved,
9606|hgnc|HGNC:2202,COL4A1,1282,ENSG00000187498,,,approved,
9606|hgnc|HGNC:2203,COL4A2,1284,ENSG00000134871,FLJ22259;DKFZp686I14213,,approved,
9606|hgnc|HGNC:40156,COL4A2-AS1,100874203,ENSG00000232814,,,approved,
9606|hgnc|HGNC:39849,COL4A2-AS2,100129836,ENSG00000224821,,,approved,
9606|hgnc|HGNC:2204,COL4A3,1285,ENSG00000169031,,,approved,
9606|hgnc|HGNC:2206,COL4A4,1286,ENSG00000081052,CA44,,approved,
9606|hgnc|HGNC:2207,COL4A5,1287,ENSG00000188153,,ASLN;ATS,approved,
9606|hgnc|HGNC:2208,COL4A6,1288,ENSG00000197565,,,approved,
9606|hgnc|HGNC:2209,COL5A1,1289,ENSG00000130635,,,approved,
9606|hgnc|HGNC:31368,COL5A1-AS1,414316,ENSG00000204011,bA54A22.4,C9orf104,approved,
9606|hgnc|HGNC:2210,COL5A2,1290,ENSG00000204262,,,approved,
9606|hgnc|HGNC:14864,COL5A3,50509,ENSG00000080573,,,approved,
9606|hgnc|HGNC:2211,COL6A1,1291,ENSG00000142156,,,approved,
9606|hgnc|HGNC:2212,COL6A2,1292,ENSG00000142173,,,approved,
9606|hgnc|HGNC:55814,COL6A2-DT,122152369,ENSG00000227438,,,approved,
9606|hgnc|HGNC:2213,COL6A3,1293,ENSG00000163359,,,approved,
9606|hgnc|HGNC:33484,COL6A4P1,344875,ENSG00000230524,VWA6;DIVA;COL6A4;COL6A4P,DVWA,approved,
9606|hgnc|HGNC:38501,COL6A4P2,646300,ENSG00000228252,COL6A4,,approved,
9606|hgnc|HGNC:26674,COL6A5,256076,ENSG00000172752,FLJ35880;VWA4,COL29A1,approved,
9606|hgnc|HGNC:27023,COL6A6,131873,ENSG00000206384,,,approved,
9606|hgnc|HGNC:2214,COL7A1,1294,ENSG00000114270,,EBDCT;EBD1;EBR1,approved,
9606|hgnc|HGNC:2215,COL8A1,1295,ENSG00000144810,MGC9568,C3orf7,approved,
9606|hgnc|HGNC:2216,COL8A2,1296,ENSG00000171812,PPCD;FECD1;PPCD2,FECD,approved,
9606|hgnc|HGNC:2217,COL9A1,1297,ENSG00000112280,,,approved,
9606|hgnc|HGNC:2218,COL9A2,1298,ENSG00000049089,MED,EDM2,approved,
9606|hgnc|HGNC:2219,COL9A3,1299,ENSG00000092758,IDD;MED;EDM3;FLJ90759;DJ885L7.4.1,,approved,
9606|hgnc|HGNC:2185,COL10A1,1300,ENSG00000123500,,,approved,
9606|hgnc|HGNC:2186,COL11A1,1301,ENSG00000060718,STL2;CO11A1,COLL6;DFNA37,approved,
9606|hgnc|HGNC:2187,COL11A2,1302,ENSG00000204248,HKE5,DFNA13;DFNB53,approved,
9606|hgnc|HGNC:13947,COL11A2P1,394214,ENSG00000228688,cD0826Q1.1,COL11A2P,approved,
9606|hgnc|HGNC:2188,COL12A1,1303,ENSG00000111799,,COL12A1L,approved,
9606|hgnc|HGNC:2190,COL13A1,1305,ENSG00000197467,,,approved,
9606|hgnc|HGNC:2191,COL14A1,7373,ENSG00000187955,,UND,approved,
9606|hgnc|HGNC:2192,COL15A1,1306,ENSG00000204291,,,approved,
9606|hgnc|HGNC:58152,COL15A1-AS1,,ENSG00000270412,AL136084.3,,approved,
9606|hgnc|HGNC:2193,COL16A1,1307,ENSG00000084636,,,approved,
9606|hgnc|HGNC:2194,COL17A1,1308,ENSG00000065618,BP180,BPAG2,approved,
9606|hgnc|HGNC:2195,COL18A1,80781,ENSG00000182871,KS;KNO1,KNO,approved,
9606|hgnc|HGNC:23132,COL18A1-AS1,378832,ENSG00000183535,PRED80,C21orf123;NCRNA00175,approved,
9606|hgnc|HGNC:40155,COL18A1-AS2,100874236,ENSG00000224574,,,approved,
9606|hgnc|HGNC:2196,COL19A1,1310,ENSG00000082293,,,approved,
9606|hgnc|HGNC:14670,COL20A1,57642,ENSG00000101203,KIAA1510,,approved,
9606|hgnc|HGNC:17025,COL21A1,81578,ENSG00000124749,,,approved,
9606|hgnc|HGNC:22989,COL22A1,169044,ENSG00000169436,,,approved,
9606|hgnc|HGNC:22990,COL23A1,91522,ENSG00000050767,DKFZp434K0621,,approved,
9606|hgnc|HGNC:20821,COL24A1,255631,ENSG00000171502,,,approved,
9606|hgnc|HGNC:18603,COL25A1,84570,ENSG00000188517,,,approved,
9606|hgnc|HGNC:32963,COL25A1-DT,645078,ENSG00000246774,FLJ45231,ZCCHC23,approved,
9606|hgnc|HGNC:18038,COL26A1,136227,ENSG00000160963,Emu2;EMI6,EMID2,approved,
9606|hgnc|HGNC:22986,COL27A1,85301,ENSG00000196739,KIAA1870;MGC11337;FLJ11895,,approved,
9606|hgnc|HGNC:22442,COL28A1,340267,ENSG00000215018,,,approved,
9606|hgnc|HGNC:33789,COLCA1,399948,ENSG00000196167,FLJ45803;CASC12,C11orf92,approved,
9606|hgnc|HGNC:2220,COLEC10,10584,ENSG00000184374,CL-L1;CL-10,,approved,
9606|hgnc|HGNC:17213,COLEC11,78989,ENSG00000118004,MGC3279;CL-K1;CL-11,,approved,
9606|hgnc|HGNC:16016,COLEC12,81035,ENSG00000158270,SRCL;CL-P1;SCARA4,,approved,
9606|hgnc|HGNC:26182,COLGALT1,79709,ENSG00000130309,FLJ22329,GLT25D1,approved,
9606|hgnc|HGNC:16790,COLGALT2,23127,ENSG00000198756,KIAA0584,C1orf17;GLT25D2,approved,
9606|hgnc|HGNC:2226,COLQ,8292,ENSG00000206561,EAD,,approved,
9606|hgnc|HGNC:51196,COMETT,100996266,ENSG00000231210,COMET,LINC01510,approved,
9606|hgnc|HGNC:23024,COMMD1,150684,ENSG00000173163,MURR1;MGC27155,C2orf5,approved,
9606|hgnc|HGNC:24993,COMMD2,51122,ENSG00000114744,HSPC042,,approved,
9606|hgnc|HGNC:23332,COMMD3,23412,ENSG00000148444,BUP,C10orf8,approved,
9606|hgnc|HGNC:48326,COMMD3-BMI1,100532731,ENSG00000269897,,,approved,
9606|hgnc|HGNC:26027,COMMD4,54939,ENSG00000140365,FLJ20452,,approved,
9606|hgnc|HGNC:51909,COMMD4P1,440292,ENSG00000214646,,,approved,
9606|hgnc|HGNC:51910,COMMD4P2,732265,ENSG00000214702,,,approved,
9606|hgnc|HGNC:17902,COMMD5,28991,ENSG00000170619,HT002;FLJ13008;HCaRG,,approved,
9606|hgnc|HGNC:56190,COMMD5P1,101928879,ENSG00000173966,,,approved,
9606|hgnc|HGNC:24015,COMMD6,170622,ENSG00000188243,Acrg,,approved,
9606|hgnc|HGNC:16223,COMMD7,149951,ENSG00000149600,dJ1085F17.3,C20orf92,approved,
9606|hgnc|HGNC:26036,COMMD8,54951,ENSG00000169019,FLJ20502,,approved,
9606|hgnc|HGNC:25014,COMMD9,29099,ENSG00000110442,HSPC166;FLJ31106,,approved,
9606|hgnc|HGNC:30201,COMMD10,51397,ENSG00000145781,PTD002,,approved,
9606|hgnc|HGNC:2227,COMP,1311,ENSG00000105664,MED;THBS5;TSP5;TSP-5,PSACH;EDM1;EPD1,approved,
9606|hgnc|HGNC:2228,COMT,1312,ENSG00000093010,,,approved,
9606|hgnc|HGNC:26309,COMTD1,118881,ENSG00000165644,FLJ23841,,approved,
9606|hgnc|HGNC:17440,COP1,64326,ENSG00000143207,FLJ10416;RNF200;FAP78;CFAP78,RFWD2,approved,
9606|hgnc|HGNC:55666,COP1-DT,121832809,ENSG00000236021,,,approved,
9606|hgnc|HGNC:31900,COP1P1,729391,ENSG00000266613,,RFWD2P;RFWD2P1,approved,
9606|hgnc|HGNC:2230,COPA,1314,ENSG00000122218,HEP-COP,,approved,
9606|hgnc|HGNC:2231,COPB1,1315,ENSG00000129083,,COPB,approved,
9606|hgnc|HGNC:2232,COPB2,9276,ENSG00000184432,beta'-COP;betaprime-COP,,approved,
9606|hgnc|HGNC:55579,COPB2-DT,100507291,ENSG00000248932,RP11-319G6.1,,approved,
9606|hgnc|HGNC:53171,COPDA1,115253418,ENSG00000253364,RP11-731F5.2,,approved,
9606|hgnc|HGNC:2234,COPE,11316,ENSG00000105669,epsilon-COP,,approved,
9606|hgnc|HGNC:2236,COPG1,22820,ENSG00000181789,,COPG,approved,
9606|hgnc|HGNC:2237,COPG2,26958,ENSG00000158623,2-COP,,approved,
9606|hgnc|HGNC:2238,COPG2IT1,53844,ENSG00000286214,CIT1;NCRNA00170;COPG2AS,,approved,
9606|hgnc|HGNC:28848,COPRS,55352,ENSG00000172301,TTP1;HSA272196;COPR5,C17orf79,approved,
9606|hgnc|HGNC:54677,COPRSP1,100420772,ENSG00000236440,,,approved,
9606|hgnc|HGNC:30747,COPS2,9318,ENSG00000166200,TRIP15;ALIEN;CSN2,,approved,
9606|hgnc|HGNC:2239,COPS3,8533,ENSG00000141030,SGN3;CSN3,,approved,
9606|hgnc|HGNC:56728,COPS3P1,100652955,ENSG00000251643,,,approved,
9606|hgnc|HGNC:16702,COPS4,51138,ENSG00000138663,CSN4;SGN4,,approved,
9606|hgnc|HGNC:2240,COPS5,10987,ENSG00000121022,JAB1;SGN5;MOV-34;CSN5,,approved,
9606|hgnc|HGNC:24332,COPS5P1,135270,ENSG00000213187,,COPS5P,approved,
9606|hgnc|HGNC:45266,COPS5P2,112268476,ENSG00000270445,,,approved,
9606|hgnc|HGNC:21749,COPS6,10980,ENSG00000168090,MOV34-34KD;CSN6,,approved,
9606|hgnc|HGNC:16758,COPS7A,50813,ENSG00000111652,CSN7A,,approved,
9606|hgnc|HGNC:16760,COPS7B,64708,ENSG00000144524,CSN7B,,approved,
9606|hgnc|HGNC:24335,COPS8,10920,ENSG00000198612,COP9;CSN8;MGC1297;SGN8,,approved,
9606|hgnc|HGNC:55816,COPS8-DT,105373951,ENSG00000227252,,,approved,
9606|hgnc|HGNC:45269,COPS8P1,260342,ENSG00000271290,,,approved,
9606|hgnc|HGNC:45270,COPS8P2,375350,ENSG00000214552,,,approved,
9606|hgnc|HGNC:45271,COPS8P3,106479058,ENSG00000254697,,,approved,
9606|hgnc|HGNC:21314,COPS9,150678,ENSG00000172428,CSNAP,MYEOV2,approved,
9606|hgnc|HGNC:2243,COPZ1,22818,ENSG00000111481,CGI-120,COPZ,approved,
9606|hgnc|HGNC:19356,COPZ2,51226,ENSG00000005243,MGC23008,,approved,
9606|hgnc|HGNC:25223,COQ2,27235,ENSG00000173085,CL640;FLJ26072,,approved,
9606|hgnc|HGNC:18175,COQ3,51805,ENSG00000132423,bA9819.1,,approved,
9606|hgnc|HGNC:19693,COQ4,51117,ENSG00000167113,CGI-92,,approved,
9606|hgnc|HGNC:28722,COQ5,84274,ENSG00000110871,MGC4767,,approved,
9606|hgnc|HGNC:20233,COQ6,51004,ENSG00000119723,CGI-10,,approved,
9606|hgnc|HGNC:2244,COQ7,10229,ENSG00000167186,CLK-1;CAT5,,approved,
9606|hgnc|HGNC:55362,COQ7-DT,102723385,ENSG00000261465,,,approved,
9606|hgnc|HGNC:16812,COQ8A,56997,ENSG00000163050,COQ8;SCAR9,CABC1;ADCK3,approved,
9606|hgnc|HGNC:19041,COQ8B,79934,ENSG00000123815,FLJ12229;COQ8,ADCK4,approved,
9606|hgnc|HGNC:25302,COQ9,57017,ENSG00000088682,DKFZP434K046,C16orf49,approved,
9606|hgnc|HGNC:26515,COQ10A,93058,ENSG00000135469,FLJ32452,,approved,
9606|hgnc|HGNC:25819,COQ10B,80219,ENSG00000115520,FLJ13448,,approved,
9606|hgnc|HGNC:44912,COQ10BP1,100421150,,,,approved,
9606|hgnc|HGNC:44913,COQ10BP2,100421072,ENSG00000251552,,,approved,
9606|hgnc|HGNC:19012,CORIN,10699,ENSG00000145244,PRSC;CRN;ATC2;Lrp4;TMPRSS10,,approved,
9606|hgnc|HGNC:2252,CORO1A,11151,ENSG00000102879,HCORO1;p57;coronin-1,,approved,
9606|hgnc|HGNC:55367,CORO1A-AS1,107984834,ENSG00000261416,,,approved,
9606|hgnc|HGNC:2253,CORO1B,57175,ENSG00000172725,coronin-2,,approved,
9606|hgnc|HGNC:2254,CORO1C,23603,ENSG00000110880,coronin-3;HCRNN4,,approved,
9606|hgnc|HGNC:55002,CORO1CP1,100420760,ENSG00000270268,,,approved,
9606|hgnc|HGNC:2255,CORO2A,7464,ENSG00000106789,IR10;WDR2,,approved,
9606|hgnc|HGNC:2256,CORO2B,10391,ENSG00000103647,ClipinC;KIAA0925,,approved,
9606|hgnc|HGNC:21356,CORO6,84940,ENSG00000167549,FLJ14871;ClipinE,,approved,
9606|hgnc|HGNC:26161,CORO7,79585,ENSG00000262246,FLJ22021;POD1,,approved,
9606|hgnc|HGNC:44424,CORO7-PAM16,100529144,ENSG00000103426,,,approved,
9606|hgnc|HGNC:2257,CORT,1325,ENSG00000241563,MGC32686;SST2,,approved,
9606|hgnc|HGNC:51610,COSMOC,101927809,ENSG00000260552,,,approved,
9606|hgnc|HGNC:18304,COTL1,23406,ENSG00000103187,CLP,,approved,
9606|hgnc|HGNC:2086,COTL1P1,27170,ENSG00000229749,,CLPSMCR,approved,
9606|hgnc|HGNC:24322,COTL1P2,347720,ENSG00000235323,,CLPSMCR,approved,
9606|hgnc|HGNC:2265,COX4I1,1327,ENSG00000131143,COX4-1;COXIV;COXIV-1,COX4,approved,
9606|hgnc|HGNC:2266,COX4I1P1,122867,ENSG00000258956,,COX4P1;COX4L1,approved,
9606|hgnc|HGNC:38036,COX4I1P2,652170,ENSG00000228869,,,approved,
9606|hgnc|HGNC:16232,COX4I2,84701,ENSG00000131055,COXIV-2;COX4B;dJ857M17.2;COX4-2,COX4L2,approved,
9606|hgnc|HGNC:2267,COX5A,9377,ENSG00000178741,COX-VA,,approved,
9606|hgnc|HGNC:2268,COX5AP1,9385,ENSG00000271180,,,approved,
9606|hgnc|HGNC:20005,COX5AP2,319087,ENSG00000258981,,,approved,
9606|hgnc|HGNC:2269,COX5B,1329,ENSG00000135940,,,approved,
9606|hgnc|HGNC:2270,COX5BP1,1330,ENSG00000248448,,COX5BL1,approved,
9606|hgnc|HGNC:2271,COX5BP2,1331,ENSG00000213111,,COX5BL2,approved,
9606|hgnc|HGNC:2272,COX5BP3,1332,ENSG00000235967,,COX5BL3,approved,
9606|hgnc|HGNC:2273,COX5BP4,1333,ENSG00000255010,,COX5BL4,approved,
9606|hgnc|HGNC:2274,COX5BP5,100288440,,,COX5BL5,approved,
9606|hgnc|HGNC:2275,COX5BP6,101234262,ENSG00000237082,,COX5BL6,approved,
9606|hgnc|HGNC:2276,COX5BP7,1336,ENSG00000226024,,COX5BL7,approved,
9606|hgnc|HGNC:39083,COX5BP8,100859925,ENSG00000223794,,,approved,
9606|hgnc|HGNC:2277,COX6A1,1337,ENSG00000111775,COX6AL,COX6A,approved,
9606|hgnc|HGNC:2278,COX6A1P1,1338,ENSG00000234108,,COX6A1P,approved,
9606|hgnc|HGNC:35239,COX6A1P2,285849,ENSG00000226976,,,approved,
9606|hgnc|HGNC:37633,COX6A1P3,100287768,ENSG00000216710,,,approved,
9606|hgnc|HGNC:56621,COX6A1P4,127566421,ENSG00000254437,,,approved,
9606|hgnc|HGNC:56622,COX6A1P5,127566422,ENSG00000223986,,,approved,
9606|hgnc|HGNC:56623,COX6A1P6,127566429,ENSG00000225583,,,approved,
9606|hgnc|HGNC:56624,COX6A1P7,127566423,ENSG00000227979,,,approved,
9606|hgnc|HGNC:2279,COX6A2,1339,ENSG00000156885,COX6AH;COXVIAH;COXVIa-M,,approved,
9606|hgnc|HGNC:2280,COX6B1,1340,ENSG00000126267,COXG,COX6B,approved,
9606|hgnc|HGNC:2281,COX6B1P1,140603,ENSG00000234565,,COX6BP1,approved,
9606|hgnc|HGNC:2282,COX6B1P2,1342,ENSG00000241788,,COX6BP2,approved,
9606|hgnc|HGNC:2283,COX6B1P3,1343,ENSG00000172912,,COX6BP3,approved,
9606|hgnc|HGNC:2284,COX6B1P4,100462850,ENSG00000253813,,COX6BP4,approved,
9606|hgnc|HGNC:37675,COX6B1P5,100289662,ENSG00000249047,,,approved,
9606|hgnc|HGNC:37676,COX6B1P6,100462851,ENSG00000253349,,,approved,
9606|hgnc|HGNC:37677,COX6B1P7,100133210,ENSG00000225242,,,approved,
9606|hgnc|HGNC:24380,COX6B2,125965,ENSG00000160471,COXVIB2;FLJ32865;CT59,,approved,
9606|hgnc|HGNC:2285,COX6C,1345,ENSG00000164919,,,approved,
9606|hgnc|HGNC:2286,COX6CP1,9384,ENSG00000260318,,,approved,
9606|hgnc|HGNC:16600,COX6CP2,170504,ENSG00000231715,dJ894K16.1,,approved,
9606|hgnc|HGNC:31721,COX6CP3,100130247,ENSG00000266251,,,approved,
9606|hgnc|HGNC:32374,COX6CP4,100288892,ENSG00000270500,,,approved,
9606|hgnc|HGNC:42791,COX6CP5,100862855,ENSG00000254642,,,approved,
9606|hgnc|HGNC:47037,COX6CP6,100289131,ENSG00000240156,,,approved,
9606|hgnc|HGNC:49359,COX6CP7,106480265,ENSG00000268681,,,approved,
9606|hgnc|HGNC:49360,COX6CP8,106481680,ENSG00000253231,,,approved,
9606|hgnc|HGNC:49361,COX6CP9,112340384,,,,approved,
9606|hgnc|HGNC:49362,COX6CP10,106481681,ENSG00000238008,,,approved,
9606|hgnc|HGNC:49363,COX6CP11,106480266,ENSG00000258668,,,approved,
9606|hgnc|HGNC:49364,COX6CP12,106481682,ENSG00000234463,,,approved,
9606|hgnc|HGNC:49365,COX6CP13,106480267,ENSG00000234144,,,approved,
9606|hgnc|HGNC:49366,COX6CP14,106481683,ENSG00000239576,,,approved,
9606|hgnc|HGNC:49368,COX6CP15,106480268,ENSG00000228092,,,approved,
9606|hgnc|HGNC:49367,COX6CP16,106481965,ENSG00000270313,,,approved,
9606|hgnc|HGNC:49369,COX6CP17,106480269,ENSG00000235141,,,approved,
9606|hgnc|HGNC:49370,COX6CP18,106481684,ENSG00000236041,,,approved,
9606|hgnc|HGNC:2287,COX7A1,1346,ENSG00000161281,COX7AH,COX7A,approved,
9606|hgnc|HGNC:2288,COX7A2,1347,ENSG00000112695,COXVIIa-L;COX7AL,,approved,
9606|hgnc|HGNC:2289,COX7A2L,9167,ENSG00000115944,EB1;COX7RP;COX7AR;SIG81;SCAF1;SCAFI,,approved,
9606|hgnc|HGNC:20006,COX7A2P1,319098,ENSG00000258626,,COX7A3P;COX7AP1,approved,
9606|hgnc|HGNC:2290,COX7A2P2,1348,ENSG00000236764,COX7AL2,COX7A3;COX7AP2,approved,
9606|hgnc|HGNC:2291,COX7B,1349,ENSG00000131174,,,approved,
9606|hgnc|HGNC:24381,COX7B2,170712,ENSG00000170516,,,approved,
9606|hgnc|HGNC:16529,COX7BP1,114657,ENSG00000243453,bK714B7.1,,approved,
9606|hgnc|HGNC:16601,COX7BP2,140692,ENSG00000234274,dJ901O8.2,,approved,
9606|hgnc|HGNC:56507,COX7BP3,100507586,ENSG00000225183,,,approved,
9606|hgnc|HGNC:56508,COX7BP4,127460871,ENSG00000233114,,,approved,
9606|hgnc|HGNC:56585,COX7BP6,127482544,ENSG00000231906,,,approved,
9606|hgnc|HGNC:2292,COX7C,1350,ENSG00000127184,,,approved,
9606|hgnc|HGNC:2293,COX7CP1,9386,ENSG00000235957,,,approved,
9606|hgnc|HGNC:56510,COX7CP2,100506672,ENSG00000235449,,,approved,
9606|hgnc|HGNC:56511,COX7CP3,127460872,ENSG00000254478,,,approved,
9606|hgnc|HGNC:56512,COX7CP4,127460873,ENSG00000230609,,,approved,
9606|hgnc|HGNC:2294,COX8A,1351,ENSG00000176340,COX8-2;COX8L;VIII-L;COX;VIII,COX8,approved,
9606|hgnc|HGNC:31395,COX8BP,404544,ENSG00000289568,COX8-1;COX8H,COX8B,approved,
9606|hgnc|HGNC:24382,COX8C,341947,ENSG00000187581,COX8-3,,approved,
9606|hgnc|HGNC:56920,COX8CP1,132542981,ENSG00000271440,,,approved,
9606|hgnc|HGNC:2260,COX10,1352,ENSG00000006695,,,approved,
9606|hgnc|HGNC:38873,COX10-DT,100874058,ENSG00000236088,,COX10AS;COX10-AS;COX10-AS1,approved,
9606|hgnc|HGNC:2261,COX11,1353,ENSG00000166260,COX11P,,approved,
9606|hgnc|HGNC:2262,COX11P1,140468,ENSG00000231162,,COX11P,approved,
9606|hgnc|HGNC:28216,COX14,84987,ENSG00000178449,MGC14288,C12orf62,approved,
9606|hgnc|HGNC:2263,COX15,1355,ENSG00000014919,CEMCOX2,,approved,
9606|hgnc|HGNC:20213,COX16,51241,ENSG00000133983,HSPC203,C14orf112,approved,
9606|hgnc|HGNC:57007,COX16P1,107985265,ENSG00000268747,,,approved,
9606|hgnc|HGNC:2264,COX17,10063,ENSG00000138495,,,approved,
9606|hgnc|HGNC:24341,COX17P1,81993,ENSG00000205105,,COX17P,approved,
9606|hgnc|HGNC:26801,COX18,285521,ENSG00000163626,FLJ38991;OXA1L2,,approved,
9606|hgnc|HGNC:28074,COX19,90639,ENSG00000240230,MGC104475,,approved,
9606|hgnc|HGNC:26970,COX20,116228,ENSG00000203667,FLJ43269,FAM36A,approved,
9606|hgnc|HGNC:31435,COX20P1,100507102,ENSG00000213025,bA119F7.2,FAM36B,approved,
9606|hgnc|HGNC:43772,COX20P2,100289170,ENSG00000235013,,,approved,
9606|hgnc|HGNC:2295,CP,1356,ENSG00000047457,AB073614,,approved,
9606|hgnc|HGNC:2296,CPA1,1357,ENSG00000091704,,CPA,approved,
9606|hgnc|HGNC:2297,CPA2,1358,ENSG00000158516,,,approved,
9606|hgnc|HGNC:2298,CPA3,1359,ENSG00000163751,,,approved,
9606|hgnc|HGNC:15740,CPA4,51200,ENSG00000128510,CPA3,,approved,
9606|hgnc|HGNC:15722,CPA5,93979,ENSG00000158525,,,approved,
9606|hgnc|HGNC:17245,CPA6,57094,ENSG00000165078,CPAH,,approved,
9606|hgnc|HGNC:23228,CPAMD8,27151,ENSG00000160111,KIAA1283;VIP;K-CAP,,approved,
9606|hgnc|HGNC:58113,CPAMD8P1,340268,ENSG00000197320,,,approved,
9606|hgnc|HGNC:17272,CPAP,55835,ENSG00000151849,LAP;LIP1;BM032;SASS4;SCKL4;Sas-4,CENPJ;MCPH6,approved,
9606|hgnc|HGNC:2299,CPB1,1360,ENSG00000153002,,,approved,
9606|hgnc|HGNC:2300,CPB2,1361,ENSG00000080618,CPU;PCPB;TAFI,,approved,
9606|hgnc|HGNC:39898,CPB2-AS1,100509894,ENSG00000235903,,,approved,
9606|hgnc|HGNC:2301,CPD,1362,ENSG00000108582,GP180,,approved,
9606|hgnc|HGNC:53102,CPDP1,109729163,ENSG00000264240,,,approved,
9606|hgnc|HGNC:2303,CPE,1363,ENSG00000109472,,,approved,
9606|hgnc|HGNC:21744,CPEB1,64506,ENSG00000214575,FLJ13203;CPEB,,approved,
9606|hgnc|HGNC:27523,CPEB1-AS1,283692,ENSG00000259462,,,approved,
9606|hgnc|HGNC:21745,CPEB2,132864,ENSG00000137449,,,approved,
9606|hgnc|HGNC:49082,CPEB2-DT,441009,ENSG00000247624,DRAIR,CPEB2-AS1,approved,
9606|hgnc|HGNC:21746,CPEB3,22849,ENSG00000107864,KIAA0940,,approved,
9606|hgnc|HGNC:21747,CPEB4,80315,ENSG00000113742,KIAA1673,,approved,
9606|hgnc|HGNC:26159,CPED1,79974,ENSG00000106034,FLJ21986,C7orf58,approved,
9606|hgnc|HGNC:31714,CPHL1P,389160,ENSG00000240216,,CPHL1,approved,
9606|hgnc|HGNC:51815,CPHXL,105371346,ENSG00000283755,,,approved,
9606|hgnc|HGNC:55919,CPHXL2,112268164,ENSG00000284484,,,approved,
9606|hgnc|HGNC:25801,CPLANE1,65250,ENSG00000197603,FLJ13231;JBTS17;Hug,C5orf42,approved,
9606|hgnc|HGNC:56117,CPLANE1-AS1,105374727,ENSG00000286193,,,approved,
9606|hgnc|HGNC:28127,CPLANE2,79363,ENSG00000132881,MGC10731,C1orf89;RSG1,approved,
9606|hgnc|HGNC:2309,CPLX1,10815,ENSG00000168993,CPX-I,,approved,
9606|hgnc|HGNC:2310,CPLX2,10814,ENSG00000145920,CPX-2;DKFZp547D155,,approved,
9606|hgnc|HGNC:27652,CPLX3,594855,ENSG00000213578,CPX-III,,approved,
9606|hgnc|HGNC:24330,CPLX4,339302,ENSG00000166569,CPX-IV,,approved,
9606|hgnc|HGNC:2311,CPM,1368,ENSG00000135678,,,approved,
9606|hgnc|HGNC:55992,CPMER,125177369,ENSG00000227838,,,approved,
9606|hgnc|HGNC:2312,CPN1,1369,ENSG00000120054,,,approved,
